Order_ID,Date,Delivery_Status,Delivery_Time,Delivery_Cost,Customer_Rating,Rider_ID
ORDER5646,2023-08-20,In Transit,108,323.38,4,RIDER5646
ORDER5647,2023-06-24,Failed,110,247.73,2,RIDER5647
ORDER5648,2023-11-08,Failed,45,79.26,5,RIDER5648
ORDER5649,2023-05-25,In Transit,99,293.73,4,RIDER5649
ORDER5650,2023-09-16,Failed,88,421.55,5,RIDER5650
ORDER5651,2023-04-08,Failed,83,59.66,4,RIDER5651
ORDER5652,2023-06-19,In Transit,16,490.26,4,RIDER5652
ORDER5653,2023-10-12,In Transit,14,161.87,3,RIDER5653
ORDER5654,2023-02-14,Delivered,78,77.69,2,RIDER5654
ORDER5655,2023-07-06,Failed,64,281.95,5,RIDER5655
ORDER5656,2023-01-04,Failed,19,188.88,2,RIDER5656
ORDER5657,2023-08-14,Failed,74,462.35,1,RIDER5657
ORDER5658,2023-03-02,Delivered,34,246.71,1,RIDER5658
ORDER5659,2023-08-12,Delivered,44,223.99,3,RIDER5659
ORDER5660,2023-10-11,In Transit,53,63.44,1,RIDER5660
ORDER5661,2023-09-02,Failed,13,108.02,2,RIDER5661
ORDER5662,2023-07-11,Failed,62,234.03,1,RIDER5662
ORDER5663,2023-07-24,In Transit,39,415.59,5,RIDER5663
ORDER5664,2023-09-16,Failed,58,346.76,3,RIDER5664
ORDER5665,2023-02-14,Delivered,74,268.28,3,RIDER5665
ORDER5666,2023-12-26,Delivered,73,431.12,3,RIDER5666
ORDER5667,2023-09-15,In Transit,120,458.97,3,RIDER5667
ORDER5668,2023-09-16,In Transit,91,231.29,3,RIDER5668
ORDER5669,2023-02-25,In Transit,49,117.97,1,RIDER5669
ORDER5670,2023-09-08,Delivered,23,150.37,1,RIDER5670
ORDER5671,2023-05-30,Delivered,44,174.22,3,RIDER5671
ORDER5672,2023-03-17,In Transit,30,202.19,2,RIDER5672
ORDER5673,2023-01-20,Failed,107,160.36,1,RIDER5673
ORDER5674,2023-10-01,Failed,63,167.78,3,RIDER5674
ORDER5675,2023-06-10,Failed,89,70.72,5,RIDER5675
ORDER5676,2023-09-26,Delivered,86,160.65,1,RIDER5676
ORDER5677,2023-06-28,Failed,27,361.8,3,RIDER5677
ORDER5678,2023-02-15,In Transit,34,481.5,5,RIDER5678
ORDER5679,2023-06-09,Delivered,80,320.68,5,RIDER5679
ORDER5680,2023-04-15,Failed,75,322.03,5,RIDER5680
ORDER5681,2023-07-25,In Transit,34,114.25,2,RIDER5681
ORDER5682,2023-04-23,Failed,20,471.01,1,RIDER5682
ORDER5683,2023-09-29,Delivered,95,301.73,5,RIDER5683
ORDER5684,2023-07-04,Failed,120,226.46,2,RIDER5684
ORDER5685,2023-01-01,Delivered,84,441.16,1,RIDER5685
ORDER5686,2023-12-13,Delivered,95,238.96,1,RIDER5686
ORDER5687,2023-03-26,Failed,69,180.77,3,RIDER5687
ORDER5688,2023-08-16,Delivered,32,434.4,1,RIDER5688
ORDER5689,2023-11-04,In Transit,67,361.76,2,RIDER5689
ORDER5690,2023-10-02,Delivered,110,174.19,4,RIDER5690
ORDER5691,2023-06-15,In Transit,35,454.13,4,RIDER5691
ORDER5692,2023-11-05,Failed,64,272.88,1,RIDER5692
ORDER5693,2023-10-21,In Transit,68,223.8,4,RIDER5693
ORDER5694,2023-04-14,Failed,90,387.19,3,RIDER5694
ORDER5695,2023-08-24,Delivered,44,448.65,5,RIDER5695
ORDER5696,2023-03-08,Failed,46,93.08,2,RIDER5696
ORDER5697,2023-07-05,In Transit,109,447.75,1,RIDER5697
ORDER5698,2023-03-10,Failed,34,458.98,2,RIDER5698
ORDER5699,2023-07-19,Failed,116,340.15,3,RIDER5699
ORDER5700,2023-07-05,Delivered,80,77.62,4,RIDER5700
ORDER5701,2023-09-26,Delivered,78,218.67,4,RIDER5701
ORDER5702,2023-10-30,Failed,13,135.9,4,RIDER5702
ORDER5703,2023-04-12,In Transit,28,168.75,4,RIDER5703
ORDER5704,2023-11-09,In Transit,86,87.31,5,RIDER5704
ORDER5705,2023-12-24,In Transit,94,300.84,3,RIDER5705
ORDER5706,2023-09-05,Failed,55,469.71,2,RIDER5706
ORDER5707,2023-05-09,Failed,46,418.45,3,RIDER5707
ORDER5708,2023-10-30,In Transit,69,392.38,2,RIDER5708
ORDER5709,2023-11-09,In Transit,109,478.49,2,RIDER5709
ORDER5710,2023-02-04,Failed,76,415.21,2,RIDER5710
ORDER5711,2023-01-23,Failed,50,306.12,2,RIDER5711
ORDER5712,2023-09-17,Delivered,100,79.95,2,RIDER5712
ORDER5713,2023-02-25,Delivered,109,467.21,5,RIDER5713
ORDER5714,2023-10-15,Delivered,72,373.1,4,RIDER5714
ORDER5715,2023-05-26,Delivered,41,73.18,1,RIDER5715
ORDER5716,2023-03-03,Delivered,16,144.61,4,RIDER5716
ORDER5717,2023-05-23,In Transit,99,473.58,1,RIDER5717
ORDER5718,2023-02-21,In Transit,78,370.18,5,RIDER5718
ORDER5719,2023-04-24,Failed,48,113.62,3,RIDER5719
ORDER5720,2023-09-18,In Transit,37,406.38,3,RIDER5720
ORDER5721,2023-11-18,Failed,25,256.14,1,RIDER5721
ORDER5722,2023-02-17,Failed,18,474.0,1,RIDER5722
ORDER5723,2023-02-01,Delivered,35,376.87,1,RIDER5723
ORDER5724,2023-10-26,Delivered,120,251.19,1,RIDER5724
ORDER5725,2023-06-22,Failed,52,490.32,4,RIDER5725
ORDER5726,2023-01-24,Delivered,76,345.62,5,RIDER5726
ORDER5727,2023-08-08,In Transit,47,352.1,5,RIDER5727
ORDER5728,2023-07-27,Delivered,18,210.14,2,RIDER5728
ORDER5729,2023-07-20,Failed,107,477.58,4,RIDER5729
ORDER5730,2023-11-04,Failed,71,51.31,2,RIDER5730
ORDER5731,2023-07-18,Delivered,99,185.93,2,RIDER5731
ORDER5732,2023-07-19,Delivered,76,58.29,4,RIDER5732
ORDER5733,2023-03-07,In Transit,25,437.0,4,RIDER5733
ORDER5734,2023-11-05,Delivered,77,95.29,3,RIDER5734
ORDER5735,2023-02-11,Failed,29,127.58,4,RIDER5735
ORDER5736,2023-06-14,In Transit,26,473.08,5,RIDER5736
ORDER5737,2023-12-31,Delivered,104,302.93,5,RIDER5737
ORDER5738,2023-01-16,In Transit,38,245.9,1,RIDER5738
ORDER5739,2023-07-16,Failed,47,256.91,1,RIDER5739
ORDER5740,2023-06-16,Delivered,23,272.58,3,RIDER5740
ORDER5741,2023-07-27,Failed,73,343.48,1,RIDER5741
ORDER5742,2023-08-19,In Transit,40,200.87,4,RIDER5742
ORDER5743,2023-06-30,Failed,52,422.03,5,RIDER5743
ORDER5744,2023-09-29,Failed,68,89.86,4,RIDER5744
ORDER5745,2023-02-12,In Transit,98,456.23,2,RIDER5745
ORDER5746,2023-11-18,Delivered,99,340.96,4,RIDER5746
ORDER5747,2023-11-17,Failed,97,232.18,2,RIDER5747
ORDER5748,2023-11-23,In Transit,117,302.76,4,RIDER5748
ORDER5749,2023-10-04,In Transit,11,469.13,2,RIDER5749
ORDER5750,2023-08-19,Failed,62,251.16,3,RIDER5750
ORDER5751,2023-11-25,Failed,35,433.24,4,RIDER5751
ORDER5752,2023-08-22,In Transit,93,362.02,4,RIDER5752
ORDER5753,2023-04-24,Failed,94,74.87,5,RIDER5753
ORDER5754,2023-07-26,Failed,23,469.72,3,RIDER5754
ORDER5755,2023-12-28,In Transit,19,388.96,4,RIDER5755
ORDER5756,2023-07-29,Failed,43,226.15,1,RIDER5756
ORDER5757,2023-03-09,Failed,90,482.45,1,RIDER5757
ORDER5758,2023-06-03,In Transit,30,421.41,2,RIDER5758
ORDER5759,2023-05-22,Delivered,98,269.03,5,RIDER5759
ORDER5760,2023-10-25,Failed,116,344.71,1,RIDER5760
ORDER5761,2023-02-25,Delivered,37,346.81,2,RIDER5761
ORDER5762,2023-08-22,Failed,11,486.2,1,RIDER5762
ORDER5763,2023-05-03,Delivered,113,118.42,2,RIDER5763
ORDER5764,2023-12-24,In Transit,119,444.45,4,RIDER5764
ORDER5765,2023-04-20,Failed,120,95.2,1,RIDER5765
ORDER5766,2023-08-02,In Transit,116,132.99,3,RIDER5766
ORDER5767,2023-09-20,In Transit,59,171.42,5,RIDER5767
ORDER5768,2023-05-22,Failed,35,405.22,4,RIDER5768
ORDER5769,2023-07-22,Failed,23,265.77,3,RIDER5769
ORDER5770,2023-03-19,In Transit,17,208.37,1,RIDER5770
ORDER5771,2023-03-08,Delivered,45,57.69,2,RIDER5771
ORDER5772,2023-01-31,In Transit,27,103.6,3,RIDER5772
ORDER5773,2023-05-24,In Transit,86,176.76,5,RIDER5773
ORDER5774,2023-04-25,Failed,117,280.97,5,RIDER5774
ORDER5775,2023-03-08,Delivered,107,125.21,1,RIDER5775
ORDER5776,2023-06-12,In Transit,26,139.31,3,RIDER5776
ORDER5777,2023-09-30,Delivered,43,290.6,4,RIDER5777
ORDER5778,2023-11-30,Failed,73,113.29,4,RIDER5778
ORDER5779,2023-12-07,Delivered,51,182.44,5,RIDER5779
ORDER5780,2023-10-29,In Transit,72,486.15,5,RIDER5780
ORDER5781,2023-07-07,Delivered,107,302.11,4,RIDER5781
ORDER5782,2023-05-07,In Transit,11,354.26,5,RIDER5782
ORDER5783,2023-01-19,Failed,101,472.22,5,RIDER5783
ORDER5784,2023-10-17,In Transit,22,250.72,2,RIDER5784
ORDER5785,2023-07-06,Failed,118,445.87,2,RIDER5785
ORDER5786,2023-11-28,Failed,85,427.27,1,RIDER5786
ORDER5787,2023-02-11,In Transit,105,467.85,5,RIDER5787
ORDER5788,2023-12-21,Delivered,59,389.67,1,RIDER5788
ORDER5789,2023-05-26,Delivered,15,400.56,1,RIDER5789
ORDER5790,2023-09-05,Failed,34,120.1,4,RIDER5790
ORDER5791,2023-07-29,Failed,111,358.28,4,RIDER5791
ORDER5792,2023-07-27,In Transit,102,171.12,2,RIDER5792
ORDER5793,2023-05-20,Failed,81,387.89,3,RIDER5793
ORDER5794,2023-10-20,Delivered,11,58.54,5,RIDER5794
ORDER5795,2023-06-26,In Transit,113,198.51,1,RIDER5795
ORDER5796,2023-02-17,Failed,21,361.77,1,RIDER5796
ORDER5797,2023-08-17,Failed,89,448.35,2,RIDER5797
ORDER5798,2023-11-27,In Transit,115,261.38,4,RIDER5798
ORDER5799,2023-09-04,In Transit,25,343.73,2,RIDER5799
ORDER5800,2023-02-03,Delivered,68,496.28,3,RIDER5800
ORDER5801,2023-03-15,In Transit,107,121.34,1,RIDER5801
ORDER5802,2023-06-27,In Transit,87,216.27,1,RIDER5802
ORDER5803,2023-02-07,Failed,93,341.89,4,RIDER5803
ORDER5804,2023-04-05,In Transit,58,383.67,4,RIDER5804
ORDER5805,2023-04-08,Delivered,37,436.66,5,RIDER5805
ORDER5806,2023-05-25,Delivered,22,142.27,4,RIDER5806
ORDER5807,2023-11-03,Delivered,22,350.62,4,RIDER5807
ORDER5808,2023-06-10,In Transit,54,106.89,5,RIDER5808
ORDER5809,2023-06-09,Delivered,93,439.72,5,RIDER5809
ORDER5810,2023-08-21,In Transit,71,395.02,5,RIDER5810
ORDER5811,2023-02-12,Failed,90,390.96,5,RIDER5811
ORDER5812,2023-09-09,Failed,36,263.0,2,RIDER5812
ORDER5813,2023-04-12,In Transit,45,98.82,2,RIDER5813
ORDER5814,2023-10-13,Delivered,54,169.75,3,RIDER5814
ORDER5815,2023-07-04,Failed,68,198.88,2,RIDER5815
ORDER5816,2023-08-08,In Transit,82,184.94,3,RIDER5816
ORDER5817,2023-11-08,Delivered,113,488.14,5,RIDER5817
ORDER5818,2023-06-13,In Transit,73,309.48,2,RIDER5818
ORDER5819,2023-10-28,Failed,120,53.29,4,RIDER5819
ORDER5820,2023-11-19,In Transit,89,215.3,3,RIDER5820
ORDER5821,2023-03-28,Delivered,21,257.43,5,RIDER5821
ORDER5822,2023-06-03,In Transit,94,230.2,5,RIDER5822
ORDER5823,2023-12-27,Failed,84,301.9,1,RIDER5823
ORDER5824,2023-09-10,Failed,63,246.52,1,RIDER5824
ORDER5825,2023-06-14,Failed,113,130.72,2,RIDER5825
ORDER5826,2023-06-12,In Transit,52,210.83,3,RIDER5826
ORDER5827,2023-07-07,In Transit,58,72.86,2,RIDER5827
ORDER5828,2023-10-17,Failed,17,251.29,5,RIDER5828
ORDER5829,2023-11-30,Failed,97,169.76,3,RIDER5829
ORDER5830,2023-03-29,Failed,35,280.64,2,RIDER5830
ORDER5831,2023-04-06,Delivered,70,250.47,2,RIDER5831
ORDER5832,2023-08-16,Failed,109,174.85,3,RIDER5832
ORDER5833,2023-04-21,In Transit,16,277.89,1,RIDER5833
ORDER5834,2023-11-15,In Transit,52,204.06,3,RIDER5834
ORDER5835,2023-09-03,Failed,77,116.44,4,RIDER5835
ORDER5836,2023-10-16,Delivered,96,486.97,4,RIDER5836
ORDER5837,2023-07-16,Failed,107,266.52,4,RIDER5837
ORDER5838,2023-10-10,In Transit,62,231.85,5,RIDER5838
ORDER5839,2023-10-30,Delivered,25,451.53,5,RIDER5839
ORDER5840,2023-08-05,Delivered,85,221.8,5,RIDER5840
ORDER5841,2023-12-25,Delivered,41,324.69,5,RIDER5841
ORDER5842,2023-11-09,In Transit,53,213.4,4,RIDER5842
ORDER5843,2023-06-20,Delivered,104,493.56,5,RIDER5843
ORDER5844,2023-12-16,Delivered,59,454.45,2,RIDER5844
ORDER5845,2023-01-12,Failed,120,291.51,1,RIDER5845
ORDER5846,2023-06-10,Failed,43,283.63,1,RIDER5846
ORDER5847,2023-12-07,Delivered,44,330.31,3,RIDER5847
ORDER5848,2023-11-11,In Transit,65,470.55,1,RIDER5848
ORDER5849,2023-06-29,Delivered,36,57.85,4,RIDER5849
ORDER5850,2023-06-08,Failed,62,379.21,4,RIDER5850
ORDER5851,2023-11-23,Delivered,116,88.16,2,RIDER5851
ORDER5852,2023-07-31,Failed,115,80.06,2,RIDER5852
ORDER5853,2023-05-07,Delivered,91,105.74,5,RIDER5853
ORDER5854,2023-10-16,In Transit,104,329.58,5,RIDER5854
ORDER5855,2023-09-25,In Transit,115,255.6,2,RIDER5855
ORDER5856,2023-03-25,Failed,44,372.25,3,RIDER5856
ORDER5857,2023-08-01,Delivered,55,345.57,3,RIDER5857
ORDER5858,2023-05-02,Delivered,58,152.23,1,RIDER5858
ORDER5859,2023-01-13,Failed,99,260.35,2,RIDER5859
ORDER5860,2023-03-22,Delivered,22,88.99,4,RIDER5860
ORDER5861,2023-10-16,In Transit,65,285.16,5,RIDER5861
ORDER5862,2023-04-28,Delivered,83,248.06,1,RIDER5862
ORDER5863,2023-06-14,Failed,85,241.86,3,RIDER5863
ORDER5864,2023-01-06,Failed,114,113.3,2,RIDER5864
ORDER5865,2023-02-08,Failed,90,324.58,2,RIDER5865
ORDER5866,2023-08-26,In Transit,91,98.95,2,RIDER5866
ORDER5867,2023-10-03,Failed,26,483.92,3,RIDER5867
ORDER5868,2023-08-09,In Transit,49,374.94,3,RIDER5868
ORDER5869,2023-11-04,Delivered,21,228.79,4,RIDER5869
ORDER5870,2023-07-19,In Transit,47,254.68,1,RIDER5870
ORDER5871,2023-12-13,Failed,113,273.57,2,RIDER5871
ORDER5872,2023-04-07,In Transit,56,194.76,5,RIDER5872
ORDER5873,2023-11-21,Delivered,41,231.29,5,RIDER5873
ORDER5874,2023-10-16,Delivered,45,74.15,1,RIDER5874
ORDER5875,2023-12-20,In Transit,24,159.14,2,RIDER5875
ORDER5876,2023-05-21,Delivered,18,162.05,5,RIDER5876
ORDER5877,2023-12-15,In Transit,97,417.95,2,RIDER5877
ORDER5878,2023-11-01,Delivered,67,479.03,4,RIDER5878
ORDER5879,2023-04-16,Delivered,19,489.92,1,RIDER5879
ORDER5880,2023-12-19,In Transit,57,287.64,2,RIDER5880
ORDER5881,2023-01-18,In Transit,98,429.39,4,RIDER5881
ORDER5882,2023-12-07,Delivered,30,480.83,3,RIDER5882
ORDER5883,2023-07-12,Delivered,102,139.87,5,RIDER5883
ORDER5884,2023-07-19,In Transit,43,430.82,5,RIDER5884
ORDER5885,2023-08-01,Delivered,28,490.15,1,RIDER5885
ORDER5886,2023-04-07,In Transit,117,334.71,1,RIDER5886
ORDER5887,2023-02-06,Delivered,48,473.56,2,RIDER5887
ORDER5888,2023-01-27,In Transit,14,299.27,3,RIDER5888
ORDER5889,2023-11-28,Delivered,69,282.75,1,RIDER5889
ORDER5890,2023-02-17,Delivered,69,337.86,5,RIDER5890
ORDER5891,2023-01-30,Delivered,91,70.66,1,RIDER5891
ORDER5892,2023-06-15,Delivered,35,262.52,5,RIDER5892
ORDER5893,2023-05-07,In Transit,66,86.0,3,RIDER5893
ORDER5894,2023-12-27,Delivered,83,409.46,4,RIDER5894
ORDER5895,2023-12-02,Failed,64,88.53,3,RIDER5895
ORDER5896,2023-06-06,Delivered,30,296.56,3,RIDER5896
ORDER5897,2023-12-26,In Transit,29,311.34,2,RIDER5897
ORDER5898,2023-02-26,Failed,95,111.63,3,RIDER5898
ORDER5899,2023-03-16,In Transit,106,129.73,2,RIDER5899
ORDER5900,2023-08-18,Failed,96,378.7,2,RIDER5900
ORDER5901,2023-09-18,Failed,65,449.07,4,RIDER5901
ORDER5902,2023-04-15,Failed,83,125.35,2,RIDER5902
ORDER5903,2023-07-18,Failed,111,268.94,4,RIDER5903
ORDER5904,2023-11-02,Delivered,75,484.71,3,RIDER5904
ORDER5905,2023-06-20,Failed,64,489.48,5,RIDER5905
ORDER5906,2023-06-26,In Transit,103,151.88,3,RIDER5906
ORDER5907,2023-06-13,In Transit,101,343.73,1,RIDER5907
ORDER5908,2023-04-17,Delivered,18,235.15,5,RIDER5908
ORDER5909,2023-07-03,Failed,24,495.54,3,RIDER5909
ORDER5910,2023-07-09,Delivered,35,395.11,4,RIDER5910
ORDER5911,2023-10-29,Failed,85,170.72,3,RIDER5911
ORDER5912,2023-05-19,In Transit,62,378.8,1,RIDER5912
ORDER5913,2023-05-16,In Transit,44,141.59,2,RIDER5913
ORDER5914,2023-06-06,In Transit,66,223.2,4,RIDER5914
ORDER5915,2023-06-20,Delivered,46,54.79,4,RIDER5915
ORDER5916,2023-03-26,Delivered,26,274.64,4,RIDER5916
ORDER5917,2023-05-19,Delivered,60,422.11,5,RIDER5917
ORDER5918,2023-10-19,In Transit,18,475.93,2,RIDER5918
ORDER5919,2023-05-27,Failed,63,409.88,3,RIDER5919
ORDER5920,2023-12-09,Delivered,79,384.28,1,RIDER5920
ORDER5921,2023-07-28,In Transit,17,57.63,4,RIDER5921
ORDER5922,2023-05-19,Failed,37,283.52,1,RIDER5922
ORDER5923,2023-08-16,Failed,103,301.95,5,RIDER5923
ORDER5924,2023-10-20,In Transit,89,293.87,3,RIDER5924
ORDER5925,2023-05-24,In Transit,46,248.36,1,RIDER5925
ORDER5926,2023-07-05,Delivered,76,51.66,5,RIDER5926
ORDER5927,2023-10-21,Delivered,17,335.32,2,RIDER5927
ORDER5928,2023-10-14,Delivered,24,130.75,4,RIDER5928
ORDER5929,2023-12-04,Failed,63,175.41,3,RIDER5929
ORDER5930,2023-04-28,In Transit,103,421.47,5,RIDER5930
ORDER5931,2023-08-19,Delivered,72,159.86,3,RIDER5931
ORDER5932,2023-10-11,Failed,59,167.67,3,RIDER5932
ORDER5933,2023-04-13,Delivered,82,379.82,4,RIDER5933
ORDER5934,2023-02-27,Failed,75,307.82,5,RIDER5934
ORDER5935,2023-08-17,In Transit,55,405.13,2,RIDER5935
ORDER5936,2023-02-26,Failed,69,302.94,1,RIDER5936
ORDER5937,2023-03-16,Failed,120,250.13,2,RIDER5937
ORDER5938,2023-05-20,Failed,59,318.64,2,RIDER5938
ORDER5939,2023-03-09,In Transit,35,329.73,3,RIDER5939
ORDER5940,2023-04-23,In Transit,47,136.15,5,RIDER5940
ORDER5941,2023-06-08,Failed,25,198.64,2,RIDER5941
ORDER5942,2023-07-30,Failed,24,488.82,4,RIDER5942
ORDER5943,2023-07-24,In Transit,30,121.48,4,RIDER5943
ORDER5944,2023-04-22,Failed,98,411.43,2,RIDER5944
ORDER5945,2023-07-09,Delivered,53,406.3,4,RIDER5945
ORDER5946,2023-07-09,In Transit,43,66.34,2,RIDER5946
ORDER5947,2023-06-22,In Transit,114,189.43,3,RIDER5947
ORDER5948,2023-05-27,Failed,34,111.01,2,RIDER5948
ORDER5949,2023-02-27,Failed,23,235.41,4,RIDER5949
ORDER5950,2023-10-08,Delivered,110,112.2,4,RIDER5950
ORDER5951,2023-12-14,Delivered,93,298.89,3,RIDER5951
ORDER5952,2023-05-17,Delivered,104,126.01,1,RIDER5952
ORDER5953,2023-05-14,Failed,17,165.44,2,RIDER5953
ORDER5954,2023-08-17,In Transit,39,378.17,4,RIDER5954
ORDER5955,2023-09-16,Failed,117,300.99,4,RIDER5955
ORDER5956,2023-03-28,Failed,48,257.54,5,RIDER5956
ORDER5957,2023-06-06,In Transit,116,376.77,1,RIDER5957
ORDER5958,2023-06-21,Failed,20,275.42,1,RIDER5958
ORDER5959,2023-10-09,Delivered,112,304.42,3,RIDER5959
ORDER5960,2023-07-12,Delivered,41,138.38,3,RIDER5960
ORDER5961,2023-03-02,Failed,41,459.69,4,RIDER5961
ORDER5962,2023-05-23,Failed,96,433.79,4,RIDER5962
ORDER5963,2023-06-21,In Transit,55,139.32,4,RIDER5963
ORDER5964,2023-08-22,In Transit,88,366.74,5,RIDER5964
ORDER5965,2023-01-05,In Transit,37,277.28,2,RIDER5965
ORDER5966,2023-07-06,In Transit,30,143.73,4,RIDER5966
ORDER5967,2023-08-11,In Transit,86,330.93,2,RIDER5967
ORDER5968,2023-08-30,In Transit,118,267.43,2,RIDER5968
ORDER5969,2023-04-05,Failed,88,275.97,1,RIDER5969
ORDER5970,2023-09-13,Failed,48,394.84,4,RIDER5970
ORDER5971,2023-12-16,In Transit,19,303.69,3,RIDER5971
ORDER5972,2023-01-21,Failed,47,430.13,2,RIDER5972
ORDER5973,2023-01-08,Delivered,89,107.27,5,RIDER5973
ORDER5974,2023-06-12,Delivered,43,247.14,1,RIDER5974
ORDER5975,2023-11-28,In Transit,62,54.95,4,RIDER5975
ORDER5976,2023-04-23,Delivered,95,187.24,3,RIDER5976
ORDER5977,2023-09-09,In Transit,73,50.73,4,RIDER5977
ORDER5978,2023-11-19,In Transit,16,417.77,5,RIDER5978
ORDER5979,2023-08-22,Failed,31,223.24,2,RIDER5979
ORDER5980,2023-02-19,In Transit,81,81.21,4,RIDER5980
ORDER5981,2023-01-20,In Transit,78,126.19,2,RIDER5981
ORDER5982,2023-07-30,Failed,13,347.25,1,RIDER5982
ORDER5983,2023-01-19,In Transit,18,127.27,5,RIDER5983
ORDER5984,2023-04-12,In Transit,46,486.56,1,RIDER5984
ORDER5985,2023-04-10,Failed,100,476.12,5,RIDER5985
ORDER5986,2023-09-08,Failed,11,167.26,1,RIDER5986
ORDER5987,2023-09-19,Failed,65,113.42,3,RIDER5987
ORDER5988,2023-12-20,Delivered,117,314.65,4,RIDER5988
ORDER5989,2023-01-13,In Transit,15,468.59,4,RIDER5989
ORDER5990,2023-09-24,In Transit,50,163.42,4,RIDER5990
ORDER5991,2023-08-19,Failed,103,279.11,1,RIDER5991
ORDER5992,2023-10-16,In Transit,92,206.97,4,RIDER5992
ORDER5993,2023-02-17,In Transit,100,323.25,1,RIDER5993
ORDER5994,2023-02-13,Failed,22,328.32,3,RIDER5994
ORDER5995,2023-05-13,In Transit,66,105.67,2,RIDER5995
ORDER5996,2023-05-03,Delivered,68,147.71,1,RIDER5996
ORDER5997,2023-04-13,Delivered,46,109.7,5,RIDER5997
ORDER5998,2023-04-14,In Transit,102,262.51,3,RIDER5998
ORDER5999,2023-04-06,Delivered,94,398.61,3,RIDER5999
ORDER6000,2023-05-08,In Transit,57,193.29,2,RIDER6000
ORDER6001,2023-04-16,In Transit,34,485.1,4,RIDER6001
ORDER6002,2023-12-03,In Transit,100,294.6,4,RIDER6002
ORDER6003,2023-05-19,In Transit,41,477.05,1,RIDER6003
ORDER6004,2023-12-02,Delivered,27,431.04,4,RIDER6004
ORDER6005,2023-01-31,Failed,31,393.93,4,RIDER6005
ORDER6006,2023-07-05,In Transit,87,250.33,4,RIDER6006
ORDER6007,2023-12-31,Failed,115,362.28,4,RIDER6007
ORDER6008,2023-11-17,In Transit,17,142.45,1,RIDER6008
ORDER6009,2023-04-16,In Transit,34,376.35,1,RIDER6009
ORDER6010,2023-08-20,In Transit,85,495.54,5,RIDER6010
ORDER6011,2023-07-19,In Transit,63,182.75,1,RIDER6011
ORDER6012,2023-11-22,Failed,20,379.7,2,RIDER6012
ORDER6013,2023-03-10,Failed,93,204.96,3,RIDER6013
ORDER6014,2023-12-07,Delivered,48,306.04,3,RIDER6014
ORDER6015,2023-10-02,In Transit,113,356.78,5,RIDER6015
ORDER6016,2023-01-12,Failed,47,486.38,4,RIDER6016
ORDER6017,2023-09-17,Failed,27,372.03,3,RIDER6017
ORDER6018,2023-03-28,Failed,88,172.11,3,RIDER6018
ORDER6019,2023-11-10,Delivered,107,365.12,4,RIDER6019
ORDER6020,2023-01-23,Failed,100,371.6,3,RIDER6020
ORDER6021,2023-04-29,Failed,11,301.38,4,RIDER6021
ORDER6022,2023-08-19,Failed,96,99.44,3,RIDER6022
ORDER6023,2023-08-21,In Transit,115,185.53,1,RIDER6023
ORDER6024,2023-01-01,Failed,31,120.4,2,RIDER6024
ORDER6025,2023-08-11,In Transit,15,443.63,4,RIDER6025
ORDER6026,2023-09-20,In Transit,41,272.38,5,RIDER6026
ORDER6027,2023-11-26,Failed,65,377.13,1,RIDER6027
ORDER6028,2023-07-27,In Transit,116,53.71,1,RIDER6028
ORDER6029,2023-06-20,In Transit,17,396.83,4,RIDER6029
ORDER6030,2023-06-13,Delivered,60,499.2,3,RIDER6030
ORDER6031,2023-06-27,Delivered,81,74.7,3,RIDER6031
ORDER6032,2023-08-05,Failed,96,71.04,3,RIDER6032
ORDER6033,2023-03-06,Delivered,99,471.17,2,RIDER6033
ORDER6034,2023-08-17,Delivered,73,53.17,4,RIDER6034
ORDER6035,2023-08-27,Delivered,32,113.05,5,RIDER6035
ORDER6036,2023-04-11,Failed,45,363.52,1,RIDER6036
ORDER6037,2023-01-28,Delivered,38,160.17,5,RIDER6037
ORDER6038,2023-05-13,In Transit,63,205.93,1,RIDER6038
ORDER6039,2023-06-13,In Transit,24,74.21,1,RIDER6039
ORDER6040,2023-05-08,Delivered,99,378.76,5,RIDER6040
ORDER6041,2023-10-21,Failed,55,186.93,3,RIDER6041
ORDER6042,2023-02-03,Delivered,56,116.04,2,RIDER6042
ORDER6043,2023-05-28,Delivered,120,370.58,2,RIDER6043
ORDER6044,2023-11-13,Failed,19,230.56,3,RIDER6044
ORDER6045,2023-05-23,In Transit,112,206.8,1,RIDER6045
ORDER6046,2023-02-21,In Transit,19,498.93,3,RIDER6046
ORDER6047,2023-12-25,Delivered,83,78.87,5,RIDER6047
ORDER6048,2023-10-04,Delivered,70,86.69,2,RIDER6048
ORDER6049,2023-08-24,In Transit,101,96.29,2,RIDER6049
ORDER6050,2023-07-04,Delivered,12,298.19,5,RIDER6050
ORDER6051,2023-10-21,In Transit,98,326.29,1,RIDER6051
ORDER6052,2023-06-13,Delivered,34,383.92,5,RIDER6052
ORDER6053,2023-11-14,Failed,113,74.74,1,RIDER6053
ORDER6054,2023-11-02,Delivered,104,468.78,5,RIDER6054
ORDER6055,2023-08-27,In Transit,105,354.54,5,RIDER6055
ORDER6056,2023-03-04,Failed,68,356.26,1,RIDER6056
ORDER6057,2023-05-10,In Transit,10,114.53,4,RIDER6057
ORDER6058,2023-07-01,Delivered,84,75.04,4,RIDER6058
ORDER6059,2023-03-17,In Transit,26,360.0,1,RIDER6059
